year,horse_number,horse_name,age,weight,trainer,jockey,barrier,track_condition,distance,wins,places,recent_race_times,odds,finishing_position
2012,14,GREEN MOON (IRE),4,53.5,Robert Hickmott,Brett Prebble,5,Soft,3200,5,12,"[118.53782459412574, 120.86790633119907, 121.68351613074155, 121.46817496337918, 120.16132018146835]",20.0,1
2012,11,FIORENTE (IRE),5,53.5,Gai Waterhouse,James McDonald,2,Good,3200,12,10,"[121.24348639707053, 122.28146069391069, 120.22770604962172, 120.66875834249394, 120.40606632598947]",31.0,2
2012,3,JAKKALBERRY (IRE),6,55.5,Marco Botti,Colm O’Donoghue,19,Soft,3200,9,8,"[119.3539178937574, 121.47468832846396, 122.24402529301122, 118.44644267710736, 119.31402254704362]",81.0,3
2012,24,KELINNI (IRE),7,51.0,Chris Waller,Glen Boss,10,Firm,3200,6,9,"[122.42451647127525, 118.09446983463341, 120.5894010435904, 120.21856358801642, 122.68216472828998]",19.0,4
2012,8,MOUNT ATHOS (IRE),4,54.0,Luca Cumani,Ryan Moore,8,Good,3200,14,19,"[121.14447890402998, 119.03498947717344, 121.12035683259288, 122.71249658547283, 119.36271893777952]",7.5,5
2012,13,GLENCADAM GOLD (IRE),6,53.5,Gai Waterhouse,Tommy Berry,7,Good,3200,4,4,"[118.95382978291943, 119.55914191243158, 119.00611667911609, 120.46464691515415, 122.80942231360338]",41.0,6
2012,16,MOURAYAN (IRE),4,53.5,Robert Hickmott,Hugh Bowman,3,Heavy,3200,13,9,"[118.45777434304085, 121.57736328617645, 121.90711980627874, 118.29621002438388, 122.23968021558372]",26.0,7
2012,4,RED CADEAUX (GB),6,55.5,Ed Dunlop,Michael Rodd,18,Soft,3200,3,14,"[119.51508398392916, 120.48955711014248, 121.57188840253528, 122.80236231644783, 118.74589398234379]",9.5,8
2012,21,PRECEDENCE (NZ),4,53.0,Bart Cummings,Blake Shinn,20,Good,3200,13,11,"[118.7120408495333, 120.66143801464256, 121.28966127346784, 122.14455237479297, 118.77706778303833]",101.0,9
2012,17,MY QUEST FOR PEACE (IRE),7,53.5,Luca Cumani,Corey Brown,1,Good,3200,9,19,"[121.60135258345748, 121.84786387334569, 121.91052239295587, 121.53826775662563, 120.2569943165948]",18.0,10
2012,2,AMERICAIN (USA),8,58.0,Alain de Royer Dupre,Damien Oliver,12,Soft,3200,12,15,"[119.8890588929746, 119.0754935285657, 120.62559717998904, 120.08313369952262, 121.35893636192026]",7.5,11
2012,7,CAVALRYMAN (GB),6,54.0,Saeed Bin Suroor,Frankie Dettori,6,Soft,3200,2,4,"[120.53106678255769, 119.47135360741348, 119.23812494602326, 122.54187735518973, 122.79968874535203]",31.0,12
2012,6,VOILA ICI (IRE),8,55.0,Peter G Moody,Vlad Duric,13,Heavy,3200,5,18,"[122.2134805255481, 119.58128655452542, 121.3877264994573, 122.1288061057637, 121.02075625217768]",101.0,13
2012,1,DUNADEN (FR),4,59.0,Mikel Delzangles,Craig Williams,16,Good,3200,11,7,"[118.09784765124898, 118.90463305943405, 118.91411569322892, 119.35946105994744, 121.1960283468178]",7.0,14
2012,18,NIWOT,6,53.5,"Michael, Wayne & John Hawkes",Dwayne Dunn,15,Good,3200,4,18,"[118.27785991263829, 120.60098967114243, 121.4043682873185, 119.96541660097664, 120.23550920346824]",71.0,15
2012,20,LIGHTS OF HEAVEN (NZ),6,53.0,Peter G Moody,Luke Nolen,17,Heavy,3200,5,6,"[120.92980613904459, 119.10467527242484, 119.07852192009582, 118.50381256310574, 122.32425501953007]",20.0,16
2012,5,WINCHESTER (USA),7,55.5,John Sadler,Jamie Mott,22,Good,3200,9,10,"[122.80462861324516, 118.6602257392805, 122.64789816506587, 120.17083550015396, 120.9170907772871]",61.0,17
2012,9,SANAGAS (GER),6,54.0,Bart Cummings,Nicholas Hall,4,Heavy,3200,9,7,"[121.41093443527727, 119.16906805048104, 120.89300262454789, 119.00221956387999, 122.29866466252018]",51.0,18
2012,15,MALUCKYDAY (NZ),5,53.5,"Michael, Wayne & John Hawkes",Jim Cassidy,9,Soft,3200,4,6,"[122.93339867465946, 120.77295371659655, 118.9413158996312, 122.62905536169768, 119.37460530609503]",17.0,19
2012,12,GALILEO’S CHOICE (IRE),5,53.5,Dermot K Weld,Patrick Smullen,11,Good,3200,14,17,"[121.28613816101912, 118.06685967560556, 118.4543519332408, 122.09693804849228, 118.56435210227016]",16.0,20
2012,22,UNUSUAL SUSPECT (USA),4,53.0,Michael Kent,Glyn Schofield,23,Good,3200,5,19,"[121.75257400942407, 121.80547409823538, 119.15392098385647, 118.83513729620219, 120.06179757736815]",151.0,21
2012,23,ZABEELIONAIRE (NZ),8,52.0,Leon Corstens,Craig Newitt,24,Good,3200,4,5,"[118.0121422360219, 121.80070924392788, 122.1080912660079, 120.77142272922181, 119.7438844069249]",51.0,22
2012,19,TAC DE BOISTRON (FR),5,53.5,Michael Kent,Olivier Doleuze,21,Soft,3200,7,5,"[122.94355138239374, 121.81509143271988, 121.99711900084344, 120.94218973313217, 122.73970459598453]",101.0,23
2012,10,ETHIOPIA,4,53.5,Pat Carey,Rhys McLeod,14,Soft,3200,4,16,"[121.690729621552, 121.91183989824108, 122.12871133216466, 120.92267252446904, 121.71195072816016]",21.0,24
